Percent
42.0
45.0
62.0
73.0
49.0
11.0
19.0
44.9
44.0
75.8
99.32
30.0
85.0
86.0
47.0
10.0
10.4
19.0
11.0
20.0
83.0
3.6
22.0
25.0
61.0
77.0
53.0
0.267
60.0
48.0
90.0
3.0
13.5
84.0
11.0
84.0
2.0
57.0
100.0
37.9
150.0
53.0
50.0
51.0
58.0
60.0
7.0
8.0
10.0
22.0
22.0
30.0
52.0
52.3
78.0
99.0
34.7
51.0
1.5
12.0
48.0
95.0
9.0
76.0
5.0
14.0
50.0
46.0
0.00055
11.9
15.0
35.0
6.0
40.8
75.0
8.5
40.0
23.2
25.0
40.0
24.0
93.0
1.0
5.0
68.0
16.0
42.0
9.9
88.0
59.0
59.0
36.0
33.0
7.5
40.0
81.0
20.0
